allow_double_logging,completed_date,consistency_score,consistency_weight,current_streak,current_value,health_score,longest_streak,maximum_session_period,minimum_session_daily,minimum_session_period,misses_allowed_per_period,momentum_score,momentum_weight,period_end,period_start,progress_percentage,progress_score,progress_weight,created_at,id,last_updated_at,goal_id,health_status,metric,schedule_spec,target_operator,uuid,target_value
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-11,2026-04-11,25.0,25.0,30,2026-04-11 05:00:00.000000,40239,2026-04-11 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,4ad7a523-82c9-4333-95fc-094e6e00dbcc,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-04-12,2026-04-12,0.0,0.0,30,2026-04-12 05:00:00.000000,40240,2026-04-12 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,d29366bb-ef80-4782-8259-3ce03cdae05c,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-13,2026-04-13,25.0,25.0,30,2026-04-13 05:00:00.000000,40241,2026-04-13 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,5860d2e8-e6ae-4616-b5ea-01afe66857ec,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-14,2026-04-14,25.0,25.0,30,2026-04-14 05:00:00.000000,40242,2026-04-14 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,cd9bf5c7-d9c3-46f7-9b53-c102e8d1f8a0,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-15,2026-04-15,25.0,25.0,30,2026-04-15 05:00:00.000000,40243,2026-04-15 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,44e4a373-d9e7-4b39-9efc-69364cdd8b74,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-16,2026-04-16,25.0,25.0,30,2026-04-16 05:00:00.000000,40244,2026-04-16 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,a4947779-10d2-4281-9548-4c77eca959eb,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-17,2026-04-17,25.0,25.0,30,2026-04-17 05:00:00.000000,40245,2026-04-17 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,a89e9363-3a2b-4ca2-b194-f33f56cc63e1,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-18,2026-04-18,25.0,25.0,30,2026-04-18 05:00:00.000000,40246,2026-04-18 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,889e98d0-34d7-4243-9d71-8bc6a259555c,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-19,2026-04-19,25.0,25.0,30,2026-04-19 05:00:00.000000,40247,2026-04-19 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,3a6ea180-49d2-468d-99b2-cb00ecf58037,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-04-20,2026-04-20,0.0,0.0,30,2026-04-20 05:00:00.000000,40248,2026-04-20 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,d04fc6f0-96f4-495a-8dc8-e8d46080c61c,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-21,2026-04-21,25.0,25.0,30,2026-04-21 05:00:00.000000,40249,2026-04-21 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,b200c053-87d3-4786-a468-16f4340ea7be,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-22,2026-04-22,25.0,25.0,30,2026-04-22 05:00:00.000000,40250,2026-04-22 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,cdc789d5-09db-4fdf-989e-de07006a8b76,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-23,2026-04-23,25.0,25.0,30,2026-04-23 05:00:00.000000,40251,2026-04-23 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,246e9d5c-52aa-4178-a39e-a1756f5720b5,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-24,2026-04-24,25.0,25.0,30,2026-04-24 05:00:00.000000,40252,2026-04-24 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,91a40309-55b7-483b-b739-668a3a804b7c,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-25,2026-04-25,25.0,25.0,30,2026-04-25 05:00:00.000000,40253,2026-04-25 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,d28eed0c-32d7-4051-a022-a22e5e94cc8e,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-26,2026-04-26,25.0,25.0,30,2026-04-26 05:00:00.000000,40254,2026-04-26 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,e7734eee-3ce9-4ea4-8137-a027cea179aa,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-27,2026-04-27,25.0,25.0,30,2026-04-27 05:00:00.000000,40255,2026-04-27 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,49854baf-6383-415f-a88e-1adb10ab45bd,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-04-28,2026-04-28,0.0,0.0,30,2026-04-28 05:00:00.000000,40256,2026-04-28 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,e73a228c-4e7f-4c94-928b-1124e3b8495d,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-29,2026-04-29,25.0,25.0,30,2026-04-29 05:00:00.000000,40257,2026-04-29 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,9d89ea2f-f349-4ae5-9747-51a9c573d09d,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-04-30,2026-04-30,25.0,25.0,30,2026-04-30 05:00:00.000000,40258,2026-04-30 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,8703e4e2-9dea-4d5d-8aec-f1c951e728ba,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-01,2026-05-01,25.0,25.0,30,2026-05-01 05:00:00.000000,40259,2026-05-01 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,dbc99f21-f7dd-4c02-9727-ce162e8c12d0,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-05-02,2026-05-02,0.0,0.0,30,2026-05-02 05:00:00.000000,40260,2026-05-02 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,82b9a6a5-9dc7-404d-b906-edcbe1ea5731,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-03,2026-05-03,25.0,25.0,30,2026-05-03 05:00:00.000000,40261,2026-05-03 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,23e56151-3234-4692-a5c5-b5705c7c061f,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-04,2026-05-04,25.0,25.0,30,2026-05-04 05:00:00.000000,40262,2026-05-04 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,3da220d9-d9fb-49ef-9149-ab5792c0151a,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-05-05,2026-05-05,0.0,0.0,30,2026-05-05 05:00:00.000000,40263,2026-05-05 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,4709ed27-8a45-43b5-b56d-e31dcf97843d,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-06,2026-05-06,25.0,25.0,30,2026-05-06 05:00:00.000000,40264,2026-05-06 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,e9a9698e-8ef5-4e71-acaa-222c3459d28f,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-07,2026-05-07,25.0,25.0,30,2026-05-07 05:00:00.000000,40265,2026-05-07 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,4e316f83-6d09-41e3-a1cd-fa5b387f3965,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-08,2026-05-08,25.0,25.0,30,2026-05-08 05:00:00.000000,40266,2026-05-08 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,f1a21bb2-ca43-4470-99b0-eb3b6625e67c,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-05-09,2026-05-09,0.0,0.0,30,2026-05-09 05:00:00.000000,40267,2026-05-09 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,c47c28ed-994b-4b4f-8038-a906bc636c4e,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-10,2026-05-10,25.0,25.0,30,2026-05-10 05:00:00.000000,40268,2026-05-10 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,e334aefc-58df-4ad4-bc36-0615a8a8311a,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-11,2026-05-11,25.0,25.0,30,2026-05-11 05:00:00.000000,40269,2026-05-11 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,9594accc-2787-4bb6-b2c9-f067c07f63ba,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-12,2026-05-12,25.0,25.0,30,2026-05-12 05:00:00.000000,40270,2026-05-12 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,8218c8ac-24c3-48b5-a0c3-194d5791c49d,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-13,2026-05-13,25.0,25.0,30,2026-05-13 05:00:00.000000,40271,2026-05-13 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,e9bfa0b8-4fc2-4112-bd2c-3c5904182bbb,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-14,2026-05-14,25.0,25.0,30,2026-05-14 05:00:00.000000,40272,2026-05-14 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,bf735537-5f4e-4e87-b623-433b1891dd44,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-15,2026-05-15,25.0,25.0,30,2026-05-15 05:00:00.000000,40273,2026-05-15 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,8dfa41ad-86fc-4fe3-999f-e828c62a0c50,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-05-16,2026-05-16,0.0,0.0,30,2026-05-16 05:00:00.000000,40274,2026-05-16 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,497c9e46-63f6-4eb5-8b77-0fbf6f9553af,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-17,2026-05-17,25.0,25.0,30,2026-05-17 05:00:00.000000,40275,2026-05-17 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,149d8a7b-a964-4353-9d23-25618fa7fa58,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-18,2026-05-18,25.0,25.0,30,2026-05-18 05:00:00.000000,40276,2026-05-18 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,1ba465e3-00ae-4ddf-a15f-2d234ee7b86a,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-19,2026-05-19,25.0,25.0,30,2026-05-19 05:00:00.000000,40277,2026-05-19 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,e11f8f2e-1a19-491d-a0eb-debe535db8fa,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-20,2026-05-20,25.0,25.0,30,2026-05-20 05:00:00.000000,40278,2026-05-20 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,716a0685-8f44-4bc6-ae21-855a50ce9fe4,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-21,2026-05-21,25.0,25.0,30,2026-05-21 05:00:00.000000,40279,2026-05-21 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,39e248f1-6f58-490d-a0f4-c783af68b988,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-22,2026-05-22,25.0,25.0,30,2026-05-22 05:00:00.000000,40280,2026-05-22 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,fef9dba1-a215-433c-89a0-cba0eaceffc8,80.0
True,,0.0,45,0,0.0,0.0,0,2,1.0,1,1,0.0,25,2026-05-23,2026-05-23,0.0,0.0,30,2026-05-23 05:00:00.000000,40281,2026-05-23 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,CRITICAL,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,a79c6f14-e733-4370-809d-b3e066ca7a99,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-24,2026-05-24,25.0,25.0,30,2026-05-24 05:00:00.000000,40282,2026-05-24 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,f2aae7dc-7e52-49d2-b2c2-a827547215b1,80.0
True,,50.0,45,0,1.0,55.0,0,2,1.0,1,1,100.0,25,2026-05-25,2026-05-25,25.0,25.0,30,2026-05-25 05:00:00.000000,40283,2026-05-25 22:00:00.000000,808e6749-c732-4c0b-837b-91c7366fc671,AT_RISK,COUNT,"{""version"":2,""scheduleType"":""DAILY"",""timezone"":""Asia/Calcutta"",""weekStartsOn"":""MONDAY"",""weekOfMonthModel"":""DAY_BUCKETS"",""requirements"":{""minCheckins"":1,""maxCheckins"":2},""rules"":[],""exclusions"":[]}",GREATER_THAN,456d842f-1c24-43a6-b817-764e3077d184,80.0
